ethnic,concept_order,tag,feature_type,core_concept,concept,concept_key,normalized_form,component_tokens,confidence,source_intermediate_proto_from_reduction,lexicon_stage_used,lexicon_family_bucket,note
Venetic,73,dryronym,woodland,utility and atmosphere,sparse trees,sparse_trees,per dru,sparse + trees,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,74,limnonym,swamp,texture and sensation,sinking ground,sinking_ground,sengw dhghem,sinking + ground,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,75,limnonym,swamp,texture and sensation,soft earth,soft_earth,meld dhghem,soft + earth,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,76,limnonym,swamp,texture and sensation,mud,mud,meug,mud,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,77,limnonym,swamp,texture and sensation,rotten place,rotten_place,pu steti,rotten + place,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,78,limnonym,swamp,texture and sensation,decomposing water,decomposing_water,pu wed,decomposing + water,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,79,limnonym,swamp,texture and sensation,stagnant mire,stagnant_mire,sta pel,stagnant + mire,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,80,limnonym,marsh,texture and sensation,bog,bog,pel,bog,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,81,limnonym,marsh,texture and sensation,fen,fen,pel,fen,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,82,limnonym,marsh,texture and sensation,reedy water,reedy_water,kalamo wed,reed + water,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,83,limnonym,marsh,texture and sensation,wet plain,wet_plain,wed plat,wet + plain,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,84,limnonym,marsh,texture and sensation,shallow sludge,shallow_sludge,skel meug,shallow + sludge,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,85,potamonym,river,movement and visibility,that which flows,that_which_flows,sreu tod,flowing + thing,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,86,potamonym,river,movement and visibility,running stream,running_stream,ret sroto,running + stream,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,87,potamonym,river,movement and visibility,dark one,dark_one,dhem oinos,dark + one,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,88,potamonym,river,movement and visibility,bright one,bright_one,bhel oinos,bright + one,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,89,potamonym,river,movement and visibility,muddy one,muddy_one,meug oinos,muddy + one,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,90,potamonym,river,movement and visibility,pure one,pure_one,peu oinos,pure + one,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,91,thalassonym,ocean,concept and sensation,boundless,boundless,bhendhless,boundless,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,92,thalassonym,ocean,concept and sensation,outer ring,outer_ring,ud sker,outer + ring,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,93,thalassonym,ocean,concept and sensation,endless void,endless_void,antless khaos,endless + void,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,94,thalassonym,ocean,concept and sensation,great circle,great_circle,mega kwekwlo,great + circle,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,95,thalassonym,ocean,concept and sensation,encircling current,encircling_current,peri sroto,encircling + current,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,96,thalassonym,sea,texture and sensation,salt water,salt_water,sal wed,salt + water,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,97,thalassonym,sea,texture and sensation,bitter water,bitter_water,pikro wed,bitter + water,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,98,thalassonym,sea,texture and sensation,turbulent,turbulent,reu,turbulent,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,99,thalassonym,sea,texture and sensation,swelling expanse,swelling_expanse,tue plat,swelling + expanse,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,100,thalassonym,gulf,anatomy and geometry,bay,bay,kolpo,bay,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,101,thalassonym,gulf,anatomy and geometry,deep hollow,deep_hollow,dheub kel,deep + hollow,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,102,thalassonym,gulf,anatomy and geometry,pocket,pocket,kolpo,pocket,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,103,thalassonym,gulf,anatomy and geometry,wide embrace of coast,wide_embrace_of_coast,wi angh ak,wide + embrace + coast,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,104,pedionym,plain,geometry and visibility,flat land,flat_land,pele dhghem,flat + land,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,105,pedionym,plain,geometry and visibility,open space,open_space,wer plat,open + space,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,106,pedionym,plain,geometry and visibility,spread out,spread_out,ster ud,spread + out,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,107,pedionym,plain,geometry and visibility,where eye reaches,where_eye_reaches,okw per,eye + reaches,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,108,pedionym,plain,geometry and visibility,treeless expanse,treeless_expanse,dru-less plat,treeless + expanse,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,109,pedionym,grassland,utility and vegetation,meadow,meadow,leuka,meadow,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,110,pedionym,grassland,utility and vegetation,pasture land,pasture_land,pa dhghem,pasture + land,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,111,pedionym,grassland,utility and vegetation,green expanse,green_expanse,ghre plat,green + expanse,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,112,pedionym,grassland,utility and vegetation,grazing field,grazing_field,pa agro,grazing + field,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,113,pedionym,steppe,geometry and visibility,barren plain,barren_plain,steril plat,barren + plain,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,114,pedionym,steppe,geometry and visibility,dry flat land,dry_flat_land,ters pele dhghem,dry + flat + land,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,115,pedionym,steppe,geometry and visibility,wide wasteland,wide_wasteland,wi wes,wide + wasteland,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,116,pedionym,steppe,geometry and visibility,horizon floor,horizon_floor,ant dhem,horizon + floor,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,117,speleonym,cave,anatomy and hollows,mouth,mouth_117,men,mouth,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,118,speleonym,cave,anatomy and hollows,throat,throat,gwer,throat,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,119,speleonym,cave,anatomy and hollows,hollow,hollow,kel,hollow,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,120,speleonym,cave,anatomy and hollows,deep dark womb,deep_dark_womb,dheub dhem udero,deep + dark + womb,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,121,speleonym,cave,anatomy and hollows,subterranean shelter,subterranean_shelter,ndher-dhghem skep,subterranean + shelter,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,122,speleonym,cavern,anatomy and hollows,deep rift,deep_rift,dheub sker,deep + rift,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,123,speleonym,cavern,anatomy and hollows,cleft in rock,cleft_in_rock,sker akmon,cleft + rock,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,124,speleonym,cavern,anatomy and hollows,underground chamber,underground_chamber,ndher kel,underground + chamber,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Venetic,125,speleonym,cavern,anatomy and hollows,abyss,abyss,dheub,abyss,Low,Uncertain IE stage; possible Italo-Celtic/Italic-adjacent framing,Venetic / Italic-Celtic IE fallback,Paleo-Balkan IE fallback,Fallback uses broad Indo-European semantic roots; not a securely attested Dacian/Thracian/Illyrian/Messapic/Venetic form.
Visigothic,1,hydronym,river,movement and sound,to flow,to_flow,fleutan,flow_v,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,2,hydronym,river,movement and sound,to run,to_run,rinnan,run_v,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,3,hydronym,river,movement and sound,to rush,to_rush,rusan,rush_v,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,4,hydronym,river,movement and sound,to roll,to_roll,weltan,roll_v,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,5,hydronym,river,movement and sound,to murmur,to_murmur,murmlan,murmur_v,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,6,hydronym,river,movement and sound,to roar,to_roar,remjan,roar_v,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,7,hydronym,river,movement and sound,noisy one,noisy_one,hlud ain,noisy + one,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,8,hydronym,river,movement and sound,fast-moving current,fast_moving_current,snell farand straum,fast + moving + current,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,9,hydronym,lake,visibility and stagnation,standing water,standing_water,standand watar,standing + water,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,10,hydronym,lake,visibility and stagnation,bright sheet,bright_sheet,berht blad,bright + sheet,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,11,hydronym,lake,visibility and stagnation,mirror,mirror,spegil,mirror,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,12,hydronym,lake,visibility and stagnation,flat water,flat_water,flata watar,flat + water,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,13,hydronym,lake,visibility and stagnation,basin,basin,bekin,basin,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,14,hydronym,spring,action and sensation,to bubble up,to_bubble_up,wallan upp,bubble_v + up,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,15,hydronym,spring,action and sensation,to leap,to_leap,hlaupan,leap_v,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,16,hydronym,spring,action and sensation,to well forth,to_well_forth,springan fram,well_v + forth,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,17,hydronym,spring,action and sensation,living water,living_water,kwik watar,living + water,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,18,hydronym,spring,action and sensation,eye of earth,eye_of_earth,augo ertho,eye + earth,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,19,hydronym,well,utility and sensation,dug water,dug_water,graban watar,dug + water,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,20,hydronym,well,utility and sensation,deep pit,deep_pit,deup grob,deep + pit,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,21,hydronym,well,utility and sensation,sweet water,sweet_water,swot watar,sweet + water,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,22,hydronym,well,utility and sensation,source,source,spring,source,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,23,hydronym,well,utility and sensation,water hole,water_hole,watar hol,water + hole,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,24,hydronym,fords,utility and navigation,crossing point,crossing_point,farth stad,crossing + point,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,25,hydronym,fords,utility and navigation,shallow,shallow,grund,shallow,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,26,hydronym,fords,utility and navigation,stepping place,stepping_place,stap stad,stepping + place,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,27,hydronym,fords,utility and navigation,animal-passable path,animal_passable_path,deor gangbar weg,animal + passable + path,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,28,oronym,mountain,anatomy and visibility,head,head,haubid,head,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,29,oronym,mountain,anatomy and visibility,peak,peak,topp,peak,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,30,oronym,mountain,anatomy and visibility,summit,summit,berg,summit,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,31,oronym,mountain,anatomy and visibility,stone massif,stone_massif,stain berg,stone + massif,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,32,oronym,mountain,anatomy and visibility,high white hill,high_white_hill,hauh hwit berg,high + white + hill,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,33,oronym,mountain,anatomy and visibility,cloud-cleaver,cloud_cleaver,wolkan klib,cloud + cleaver,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,34,oronym,ridge,anatomy and geometry,spine,spine,hrygg,spine,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,35,oronym,ridge,anatomy and geometry,backbone,backbone,bakbain,backbone,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,36,oronym,ridge,anatomy and geometry,saw,saw,sagu,saw,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,37,oronym,ridge,anatomy and geometry,comb,comb,kamb,comb,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,38,oronym,ridge,anatomy and geometry,long crest,long_crest,lang hrygg,long + crest,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,39,oronym,ridge,anatomy and geometry,ridge line,ridge_line,hrygg linja,ridge + line,Working,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,Compositional placename seed built from normalized stems; grammar/inflection not applied.
Visigothic,40,oronym,hill,anatomy and geometry,brow,brow,bruwa,brow,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,41,oronym,hill,anatomy and geometry,breast,breast,brust,breast,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,42,oronym,hill,anatomy and geometry,mound,mound,haug,mound,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
Visigothic,43,oronym,hill,anatomy and geometry,heap,heap,haug,heap,Medium,Proto-Germanic; East Germanic; Gothic,Gothic / East Germanic fallback,Germanic,"Normalized placename stem; ASCII only, no reconstruction marks or diacritics."
