source_id,source_file,source_line,section,subsection,date_text,history_year_from,history_year_to,history_year,date_quality,title,summary,wiki_links,parse_notes
invsrc_0315,Timeline of historic inventions.wiki,567,Late modern period,19th century,1839,1839,1839,1839,exact,William Otis invents the steam shovel,William Otis invents the steam shovel.,William Otis;steam shovel,
invsrc_0316,Timeline of historic inventions.wiki,568,Late modern period,19th century,1839,1839,1839,1839,exact,James Nasmyth invents the steam hammer,James Nasmyth invents the steam hammer.,James Nasmyth;steam hammer,
invsrc_0317,Timeline of historic inventions.wiki,569,Late modern period,19th century,1839,1839,1839,1839,exact,Edmond Becquerel,"Edmond Becquerel invents a method for the photovoltaic effect, effectively producing the first solar cell.",Edmond Becquerel;photovoltaic effect;solar cell,
invsrc_0318,Timeline of historic inventions.wiki,570,Late modern period,19th century,1839,1839,1839,1839,exact,Charles Goodyear invents vulcanized rubber,Charles Goodyear invents vulcanized rubber.,Charles Goodyear;Vulcanization,
invsrc_0319,Timeline of historic inventions.wiki,571,Late modern period,19th century,1839,1839,1839,1839,exact,Louis Daguerre invents daguerreotype photography,Louis Daguerre invents daguerreotype photography.,Louis Daguerre;daguerreotype,
invsrc_0320,Timeline of historic inventions.wiki,572,Late modern period,19th century,1839,1839,1839,1839,exact,Kirkpatrick Macmillan invents the first bicycle,Kirkpatrick Macmillan invents the first bicycle.,Kirkpatrick Macmillan;bicycle,
invsrc_0321,Timeline of historic inventions.wiki,576,Late modern period,19th century,1840,1840,1840,1840,exact,John Herschel invents the blueprint,John Herschel invents the blueprint.,John Herschel;blueprint,
invsrc_0322,Timeline of historic inventions.wiki,577,Late modern period,19th century,1841,1841,1841,1841,exact,Alexander Bain devises a printing telegraph,Alexander Bain devises a printing telegraph.,Alexander Bain (inventor),
invsrc_0323,Timeline of historic inventions.wiki,578,Late modern period,19th century,1842,1842,1842,1842,exact,William Robert Grove invents the first fuel cell,William Robert Grove invents the first fuel cell.,William Robert Grove;fuel cell,
invsrc_0324,Timeline of historic inventions.wiki,579,Late modern period,19th century,1842,1842,1842,1842,exact,John Bennet Lawes,"John Bennet Lawes invents superphosphate, the first man-made fertilizer.",John Bennet Lawes;superphosphate;fertilizer,
invsrc_0325,Timeline of historic inventions.wiki,580,Late modern period,19th century,1844,1844,1844,1844,exact,Friedrich Gottlob Keller,"Friedrich Gottlob Keller and, independently, Charles Fenerty come up with the wood pulp method of paper production.",Friedrich Gottlob Keller;Charles Fenerty,
invsrc_0326,Timeline of historic inventions.wiki,581,Late modern period,19th century,1844,1844,1844,1844,exact,Francis Rynd invents the hypodermic needle,Francis Rynd invents the hypodermic needle.,Francis Rynd;hypodermic needle,
invsrc_0327,Timeline of historic inventions.wiki,582,Late modern period,19th century,1844,1844,1844,1844,exact,Horace Wells,Horace Wells successfully used nitrous oxide as an anesthesia.,Horace Wells;nitrous oxide;anesthesia,
invsrc_0328,Timeline of historic inventions.wiki,583,Late modern period,19th century,1845,1845,1845,1845,exact,Isaac Charles Johnson invents modern Portland cement,Isaac Charles Johnson invents modern Portland cement.,Isaac Charles Johnson;Portland cement,
invsrc_0329,Timeline of historic inventions.wiki,584,Late modern period,19th century,1846,1846,1846,1846,exact,Henri-Joseph Maus invents the tunnel boring machine,Henri-Joseph Maus invents the tunnel boring machine.,tunnel boring machine,
invsrc_0330,Timeline of historic inventions.wiki,585,Late modern period,19th century,1846,1846,1846,1846,exact,Elias Howe,"Elias Howe received a patent for a sewing machine, the model for the Singer Sewing Machine.",Elias Howe;sewing machine;Singer Sewing Machine,
invsrc_0331,Timeline of historic inventions.wiki,586,Late modern period,19th century,1847,1847,1847,1847,exact,Ascanio Sobrero,"Ascanio Sobrero invents nitroglycerin, the first explosive made that was stronger than black powder.",Ascanio Sobrero;nitroglycerin;black powder,
invsrc_0332,Timeline of historic inventions.wiki,587,Late modern period,19th century,1848,1848,1848,1848,exact,Jonathan J,Jonathan J. Couch invents the pneumatic drill.,jackhammer,
invsrc_0333,Timeline of historic inventions.wiki,588,Late modern period,19th century,1848,1848,1848,1848,exact,Linus Yale Sr,Linus Yale Sr. invents the first modern pin tumbler lock.,Linus Yale Jr.;pin tumbler lock,
invsrc_0334,Timeline of historic inventions.wiki,589,Late modern period,19th century,1849,1849,1849,1849,exact,Walter Hunt,Walter Hunt invents the first repeating rifle to use metallic cartridges (of his own design) and a spring-fed magazine.,Walter Hunt (inventor);repeating rifle,
invsrc_0335,Timeline of historic inventions.wiki,590,Late modern period,19th century,1849,1849,1849,1849,exact,James B,James B. Francis invents the Francis turbine.,James B. Francis;Francis turbine,
invsrc_0336,Timeline of historic inventions.wiki,591,Late modern period,19th century,1849,1849,1849,1849,exact,Walter Hunt invents the safety pin,Walter Hunt invents the safety pin.,Walter Hunt (inventor);safety pin,
invsrc_0337,Timeline of historic inventions.wiki,594,Late modern period,19th century,1850,1850,1850,1850,exact,William Armstrong invents the hydraulic accumulator,William Armstrong invents the hydraulic accumulator.,"William Armstrong, 1st Baron Armstrong;hydraulic accumulator",
invsrc_0338,Timeline of historic inventions.wiki,595,Late modern period,19th century,1851,1851,1851,1851,exact,George Jennings,"George Jennings offers the first public flush toilets, accessible for a penny per visit, and in 1852 receives a UK patent for the single piece, free standing, earthenware, trap plumed, flushing, water-closet.",George Jennings,
invsrc_0339,Timeline of historic inventions.wiki,596,Late modern period,19th century,1852,1852,1852,1852,exact,Robert Bunsen,Robert Bunsen is the first to use a chemical vapor deposition technique.,Robert Bunsen;chemical vapor deposition,
invsrc_0340,Timeline of historic inventions.wiki,597,Late modern period,19th century,1852,1852,1852,1852,exact,Elisha Otis invents the safety brake elevator,Elisha Otis invents the safety brake elevator.,Elisha Otis,
invsrc_0341,Timeline of historic inventions.wiki,598,Late modern period,19th century,1852,1852,1852,1852,exact,Henri Giffard,"Henri Giffard becomes the first person to make a manned, controlled and powered flight using a dirigible.",Henri Giffard;dirigible,
invsrc_0342,Timeline of historic inventions.wiki,599,Late modern period,19th century,1853,1853,1853,1853,exact,François Coignet invents reinforced concrete,François Coignet invents reinforced concrete.,reinforced concrete,
invsrc_0343,Timeline of historic inventions.wiki,600,Late modern period,19th century,1855,1855,1855,1855,exact,James Clerk Maxwell,"James Clerk Maxwell invents the first practical method for color photography, whether chemical or electronic.",James Clerk Maxwell;color photography,
invsrc_0344,Timeline of historic inventions.wiki,601,Late modern period,19th century,1855,1855,1855,1855,exact,Henry Bessemer,"Henry Bessemer patents the Bessemer process for making steel, with improvements made by others over the following years.",Henry Bessemer;Bessemer process,
invsrc_0345,Timeline of historic inventions.wiki,602,Late modern period,19th century,1856,1856,1856,1856,exact,Alexander Parkes,"Alexander Parkes invents parkesine, also known as celluloid, the first man-made plastic.",Alexander Parkes;parkesine;celluloid;plastic,
invsrc_0346,Timeline of historic inventions.wiki,603,Late modern period,19th century,1856,1856,1856,1856,exact,James Harrison,"James Harrison produces the world's first practical ice making machine and refrigerator using the principle of vapour compression in Geelong, Australia.",James Harrison (engineer),
invsrc_0347,Timeline of historic inventions.wiki,604,Late modern period,19th century,1856,1856,1856,1856,exact,William Henry Perkin,"William Henry Perkin invents mauveine, the first synthetic dye.",William Henry Perkin;mauveine;synthetic dye,
invsrc_0348,Timeline of historic inventions.wiki,605,Late modern period,19th century,1857,1857,1857,1857,exact,Heinrich Geissler invents the Geissler tube,Heinrich Geissler invents the Geissler tube.,Heinrich Geissler;Geissler tube,
invsrc_0349,Timeline of historic inventions.wiki,606,Late modern period,19th century,1857,1857,1857,1857,exact,Phonautograph,"The phonautograph, the earliest known device for recording sound, is patented and invented by Frenchman Édouard-Léon Scott de Martinville.",phonautograph;Édouard-Léon Scott de Martinville,
invsrc_0350,Timeline of historic inventions.wiki,607,Late modern period,19th century,1859,1859,1859,1859,exact,Gaston Planté,"Gaston Planté invents the lead acid battery, the first rechargeable battery.",Gaston Planté;lead-acid;rechargeable battery,
invsrc_0351,Timeline of historic inventions.wiki,610,Late modern period,19th century,1860,1860,1860,1860,exact,Joseph Swan produces carbon fibers,Joseph Swan produces carbon fibers.,Joseph Swan;carbon fibers,
invsrc_0352,Timeline of historic inventions.wiki,611,Late modern period,19th century,1862,1862,1862,1862,exact,Richard Jordan Gatling,"Richard Jordan Gatling invents the Gatling gun, the first multi-barrel rapid-fire gun.",Richard Jordan Gatling;Gatling gun,
invsrc_0353,Timeline of historic inventions.wiki,612,Late modern period,19th century,1864,1864,1864,1864,exact,Louis Pasteur invents the pasteurization process,Louis Pasteur invents the pasteurization process.,Louis Pasteur;pasteurization;The Lancet Microbe,
invsrc_0354,Timeline of historic inventions.wiki,613,Late modern period,19th century,1865,1865,1865,1865,exact,Carl Wilhelm Siemens,Carl Wilhelm Siemens and Pierre-Émile Martin invent the Siemens-Martin process for making steel.,Carl Wilhelm Siemens;Pierre-Émile Martin,
invsrc_0355,Timeline of historic inventions.wiki,614,Late modern period,19th century,1867,1867,1867,1867,exact,Alfred Nobel,"Alfred Nobel invents dynamite, the first safely manageable explosive stronger than black powder.",Alfred Nobel;dynamite;black powder,
invsrc_0356,Timeline of historic inventions.wiki,615,Late modern period,19th century,1867,1867,1867,1867,exact,Lucien B,Lucien B. Smith invents barbed wire.,barbed wire,
invsrc_0357,Timeline of historic inventions.wiki,618,Late modern period,19th century,1872,1872,1872,1872,exact,Polyvinyl chloride,"Polyvinyl chloride, more commonly known as vinyl, is synthesized by German chemist Eugen Baumann.",Polyvinyl chloride;Eugen Baumann,
invsrc_0358,Timeline of historic inventions.wiki,619,Late modern period,19th century,1872,1872,1872,1872,exact,Stainless steel,J. E. T. Woods and J. Clark invent stainless steel. Harry Brearley is the first to commercialize it.,stainless steel;Harry Brearley,
invsrc_0359,Timeline of historic inventions.wiki,620,Late modern period,19th century,1873,1873,1873,1873,exact,Frederick Ransome invents the rotary kiln,Frederick Ransome invents the rotary kiln.,Frederick Ransome;rotary kiln,
invsrc_0360,Timeline of historic inventions.wiki,621,Late modern period,19th century,1873,1873,1873,1873,exact,William Crookes,"William Crookes, a chemist, invents the Crookes radiometer as the by-product of some chemical research.",William Crookes;Crookes radiometer,
invsrc_0361,Timeline of historic inventions.wiki,622,Late modern period,19th century,1873,1873,1873,1873,exact,Zénobe Gramme,"Zénobe Gramme invents the first commercial electrical generator, the Gramme machine.",Zénobe Gramme;electrical generator;Gramme machine,
invsrc_0362,Timeline of historic inventions.wiki,623,Late modern period,19th century,1874,1874,1874,1874,exact,Gustave Trouvé invents the first metal detector,Gustave Trouvé invents the first metal detector.,Gustave Trouvé;metal detector,
invsrc_0363,Timeline of historic inventions.wiki,624,Late modern period,19th century,1874,1874,1874,1874,exact,Ferdinand von Zeppelin invents the Zeppelin rigid airship,Ferdinand von Zeppelin invents the Zeppelin rigid airship.,Ferdinand von Zeppelin;Zeppelin,
invsrc_0364,Timeline of historic inventions.wiki,625,Late modern period,19th century,1875,1875,1875,1875,exact,Fyodor Pirotsky,"Fyodor Pirotsky invents the first electric tram near Saint Petersburg, Russia.","Fyodor Pirotsky;electric tram;Saint Petersburg, Russia",
invsrc_0365,Timeline of historic inventions.wiki,626,Late modern period,19th century,1876,1876,1876,1876,exact,Nicolaus August Otto invents the four-stroke cycle,Nicolaus August Otto invents the four-stroke cycle.,Nicolaus August Otto;four-stroke cycle,
invsrc_0366,Timeline of historic inventions.wiki,627,Late modern period,19th century,1876,1876,1876,1876,exact,Alexander Graham Bell,"Alexander Graham Bell has a patent granted for the telephone. However, other inventors before Bell had worked on the development of the telephone and the invention had several pioneers.",Alexander Graham Bell;telephone,
invsrc_0367,Timeline of historic inventions.wiki,628,Late modern period,19th century,1877,1877,1877,1877,exact,Thomas Edison invents the first working phonograph,Thomas Edison invents the first working phonograph.,Thomas Edison;phonograph,
invsrc_0368,Timeline of historic inventions.wiki,629,Late modern period,19th century,1878,1878,1878,1878,exact,Henry Fleuss,Henry Fleuss is granted a patent for the first practical rebreather.,Henry Fleuss;rebreather,
invsrc_0369,Timeline of historic inventions.wiki,630,Late modern period,19th century,1878,1878,1878,1878,exact,Lester Allan Pelton,"Lester Allan Pelton invents the Pelton wheel, a type of water turbine.",Lester Allan Pelton;Pelton wheel,
invsrc_0370,Timeline of historic inventions.wiki,631,Late modern period,19th century,1879,1879,1879,1879,exact,Joseph Swan,"Joseph Swan and Thomas Edison both patent a functional incandescent light bulb. Some two dozen inventors had experimented with electric incandescent lighting over the first three-quarters of the 19th century but never came up with a practical design. Swan's, which he had been working on since the 1860s, had a low.",Joseph Swan;Thomas Edison;incandescent light bulb,
invsrc_0371,Timeline of historic inventions.wiki,634,Late modern period,19th century,1881,1881,1881,1881,exact,Nikolay Benardos,"Nikolay Benardos presents carbon arc welding, the first practical arc welding method.",Nikolay Benardos;carbon arc welding;arc welding,
invsrc_0372,Timeline of historic inventions.wiki,635,Late modern period,19th century,1884,1884,1884,1884,exact,"Hiram Maxim invents the recoil-operated Maxim gun, ushering","Hiram Maxim invents the recoil-operated Maxim gun, ushering in the age of semi- and fully automatic firearms.",Hiram Maxim;recoil operation;Maxim gun,
invsrc_0373,Timeline of historic inventions.wiki,636,Late modern period,19th century,1884,1884,1884,1884,exact,Paul Vieille,"Paul Vieille invents Poudre B, the first smokeless powder for firearms.",Paul Vieille;Poudre B;smokeless powder,
invsrc_0374,Timeline of historic inventions.wiki,637,Late modern period,19th century,1884,1884,1884,1884,exact,Sir Charles Parsons invents the modern steam turbine,Sir Charles Parsons invents the modern steam turbine.,Charles Algernon Parsons;steam turbine,
invsrc_0375,Timeline of historic inventions.wiki,638,Late modern period,19th century,1884,1884,1884,1884,exact,Károly Zipernowsky,"Hungarian engineers Károly Zipernowsky, Ottó Bláthy and Miksa Déri invent the closed core high efficiency transformer and the AC parallel power distribution.",Károly Zipernowsky;Ottó Bláthy;Miksa Déri,
invsrc_0376,Timeline of historic inventions.wiki,639,Late modern period,19th century,1885,1885,1885,1885,exact,John Kemp Starley invents the modern safety bicycle,John Kemp Starley invents the modern safety bicycle.,John Kemp Starley;safety bicycle,
invsrc_0377,Timeline of historic inventions.wiki,640,Late modern period,19th century,1886,1886,1886,1886,exact,Carl Gassner,"Carl Gassner invents the zinc–carbon battery, the first dry cell battery, making portable electronics practical.",Carl Gassner;zinc–carbon battery;dry cell,
invsrc_0378,Timeline of historic inventions.wiki,641,Late modern period,19th century,1886,1886,1886,1886,exact,Charles Martin Hall,Charles Martin Hall and independently Paul Héroult invent the Hall–Héroult process for economically producing aluminum in 1886.,Charles Martin Hall;Paul Héroult;Hall–Héroult process,
invsrc_0379,Timeline of historic inventions.wiki,642,Late modern period,19th century,1886,1886,1886,1886,exact,Karl Benz,Karl Benz invents the first petrol or gasoline powered auto-mobile (car).,Karl Benz;Portable Document Format;German language,
invsrc_0380,Timeline of historic inventions.wiki,643,Late modern period,19th century,1887,1887,1887,1887,exact,Carl Josef Bayer,Carl Josef Bayer invents the Bayer process for the production of alumina.,Carl Josef Bayer;Bayer process,
invsrc_0381,Timeline of historic inventions.wiki,644,Late modern period,19th century,1887,1887,1887,1887,exact,James Blyth,James Blyth invents the first wind turbine used for generating electricity.,James Blyth (engineer);wind turbine,
invsrc_0382,Timeline of historic inventions.wiki,645,Late modern period,19th century,1887,1887,1887,1887,exact,John Stewart MacArthur,"John Stewart MacArthur, working in collaboration with brothers Dr. Robert and Dr. William Forrest, develops the process of gold cyanidation.",John Stewart MacArthur;gold cyanidation,
invsrc_0383,Timeline of historic inventions.wiki,646,Late modern period,19th century,1888,1888,1888,1888,exact,John J,John J. Loud invents the ballpoint pen.,John J. Loud;ballpoint pen,
invsrc_0384,Timeline of historic inventions.wiki,647,Late modern period,19th century,1888,1888,1888,1888,exact,Thomas Edison,Thomas Edison and William Kennedy Dickson invent the Kinetoscope.,Thomas Edison;William Kennedy Dickson;Kinetoscope,
invsrc_0385,Timeline of historic inventions.wiki,648,Late modern period,19th century,1888,1888,1888,1888,exact,Practical pneumatic tire was made,"The first practical pneumatic tire was made by Scotsman John Boyd Dunlop, the patent was from 1847 by Robert William Thomson.",pneumatic tire;John Boyd Dunlop;Robert William Thomson,
invsrc_0386,Timeline of historic inventions.wiki,651,Late modern period,19th century,1890s,1890,1890,1890,exact,Frédéric Swarts,Frédéric Swarts invents the first chlorofluorocarbons to be applied as refrigerant.,Frédéric Swarts;chlorofluorocarbon,
invsrc_0387,Timeline of historic inventions.wiki,652,Late modern period,19th century,1890,1890,1890,1890,exact,Robert Gair invents the pre-cut cardboard box,Robert Gair invents the pre-cut cardboard box.,Robert Gair;cardboard box,
invsrc_0388,Timeline of historic inventions.wiki,653,Late modern period,19th century,1891,1891,1891,1891,exact,Whitcomb Judson invents the zipper,Whitcomb Judson invents the zipper.,Whitcomb Judson;zipper,
invsrc_0389,Timeline of historic inventions.wiki,654,Late modern period,19th century,1892,1892,1892,1892,exact,Léon Bouly invents the cinematograph,Léon Bouly invents the cinematograph.,Léon Bouly;cinematograph,
invsrc_0390,Timeline of historic inventions.wiki,655,Late modern period,19th century,1892,1892,1892,1892,exact,Thomas Ahearn invents the electric oven,Thomas Ahearn invents the electric oven.,Thomas Ahearn;Electric stove,
invsrc_0391,Timeline of historic inventions.wiki,656,Late modern period,19th century,1892,1892,1892,1892,exact,John Froelich invented the gas-powered tractor,John Froelich invented the gas-powered tractor.,John Froelich;tractor,
invsrc_0392,Timeline of historic inventions.wiki,657,Late modern period,19th century,1893,1893,1893,1893,exact,Rudolf Diesel invents the diesel engine,Rudolf Diesel invents the diesel engine (although Herbert Akroyd Stuart had experimented with compression ignition before Diesel).,Rudolf Diesel;diesel engine;Herbert Akroyd Stuart,
invsrc_0393,Timeline of historic inventions.wiki,658,Late modern period,19th century,1893,1893,1893,1893,exact,William Stewart Halsted,"William Stewart Halsted, invents the rubber glove for his wife Caroline Hampton as he noticed her hands were affected by the daily surgeries she had performed. The gloves were intended to prevent medical staff from developing dermatitis from surgical chemicals. The first modern disposable glove was created by Ansell.",William Stewart Halsted;rubber glove;Caroline Hampton;dermatitis,
invsrc_0394,Timeline of historic inventions.wiki,659,Late modern period,19th century,1895,1895,1895,1895,exact,Guglielmo Marconi,"Guglielmo Marconi invents the radio, a system of wireless communication using radio waves.",Guglielmo Marconi,
invsrc_0395,Timeline of historic inventions.wiki,660,Late modern period,19th century,1895,1895,1895,1895,exact,Wilhelm Conrad Röntgen invented the first radiograph,Wilhelm Conrad Röntgen invented the first radiograph (X-ray).,Wilhelm Conrad Röntgen;xrays,
invsrc_0396,Timeline of historic inventions.wiki,661,Late modern period,19th century,1897,1897,1897,1897,exact,Surgical masks,"Surgical masks made of cloth were developed in Europe by physicians Jan Mikulicz-Radecki at the University of Breslau and Paul Berger in Paris, as a result of increasing awareness of germ theory and the importance of antiseptic procedures in medicine.",Surgical masks;Jan Mikulicz-Radecki;University of Breslau;Paul Berger (physician),
invsrc_0397,Timeline of historic inventions.wiki,662,Late modern period,19th century,1898,1898,1898,1898,exact,Hans von Pechmann,"Hans von Pechmann synthesizes polyethylene, now the most common plastic in the world.",Hans von Pechmann;polyethylene;plastic,
invsrc_0398,Timeline of historic inventions.wiki,663,Late modern period,19th century,1899,1899,1899,1899,exact,Waldemar Jungner,Waldemar Jungner invents the rechargeable nickel-cadmium battery (NiCd) as well as the nickel-iron electric storage battery (NiFe) and the rechargeable alkaline silver-cadmium battery (AgCd).,Waldemar Jungner;nickel-cadmium battery;nickel-iron battery;silver-cadmium battery,
invsrc_0399,Timeline of historic inventions.wiki,668,Late modern period,20th century,1901,1901,1901,1901,exact,Vacuum cleaner,"The first motorized cleaner using suction, a powered ""vacuum cleaner"", is patented independently by Hubert Cecil Booth and David T. Kenney.",vacuum cleaner;Hubert Cecil Booth;David T. Kenney,
invsrc_0400,Timeline of historic inventions.wiki,669,Late modern period,20th century,1903,1903,1903,1903,exact,Successful gas turbine is invented,The first successful gas turbine is invented by Ægidius Elling.,gas turbine;Ægidius Elling,
invsrc_0401,Timeline of historic inventions.wiki,670,Late modern period,20th century,1903,1903,1903,1903,exact,Édouard Bénédictus invents laminated glass,Édouard Bénédictus invents laminated glass.,laminated glass,
invsrc_0402,Timeline of historic inventions.wiki,671,Late modern period,20th century,1904,1904,1904,1904,exact,Fleming valve,"The Fleming valve, the first vacuum tube and diode, is invented by John Ambrose Fleming.",Fleming valve;vacuum tube;diode;John Ambrose Fleming,
invsrc_0403,Timeline of historic inventions.wiki,672,Late modern period,20th century,1907,1907,1907,1907,exact,"Leo Baekeland invents bakelite, the first plastic made","Leo Baekeland invents bakelite, the first plastic made from synthetic components.",Leo Baekeland;bakelite;plastic,
invsrc_0404,Timeline of historic inventions.wiki,673,Late modern period,20th century,1907,1907,1907,1907,exact,Fr:Maurice Roy,The tuyères thermopropulsives after 1945 (Maurice Roy (fr)) known as the statoreacteur a combustion subsonique (the ramjet) – R. Lorin.,:fr:Maurice Roy (professeur);Grand Larousse encyclopédique;ramjet;University of Toulouse;:fr:René Lorin;L'Aérophile;René Lorin;search criteria;BnF;University of Nebraska Press,
invsrc_0405,Timeline of historic inventions.wiki,675,Late modern period,20th century,1908,1908,1908,1908,exact,Cellophane is invented by Jacques E,Cellophane is invented by Jacques E. Brandenberger.,Cellophane;Jacques E. Brandenberger,
invsrc_0406,Timeline of historic inventions.wiki,676,Late modern period,20th century,1909,1909,1909,1909,exact,Fritz Haber invents the Haber process,Fritz Haber invents the Haber process.,Fritz Haber;Haber process,
invsrc_0407,Timeline of historic inventions.wiki,679,Late modern period,20th century,1911,1911,1911,1911,exact,"Cloud chamber, the first particle detector, is invented","The cloud chamber, the first particle detector, is invented by Charles Thomson Rees Wilson.",cloud chamber;particle detector;Charles Thomson Rees Wilson,
invsrc_0408,Timeline of historic inventions.wiki,680,Late modern period,20th century,1913,1913,1913,1913,exact,Bergius process is developed,The Bergius process is developed by Friedrich Bergius.,Bergius process;Friedrich Bergius,
invsrc_0409,Timeline of historic inventions.wiki,681,Late modern period,20th century,1913,1913,1913,1913,exact,Kaplan turbine is invented,The Kaplan turbine is invented by Viktor Kaplan.,Kaplan turbine;Viktor Kaplan,
invsrc_0410,Timeline of historic inventions.wiki,682,Late modern period,20th century,1915,1915,1915,1915,exact,Harry Brearley,"Harry Brearley invents a process to create Martensitic stainless steel, initially labelled Rustless Steel, later marketed as Staybrite, and AISI Type 420.",Harry Brearley;Martensitic stainless steel,
invsrc_0411,Timeline of historic inventions.wiki,683,Late modern period,20th century,1915,1915,1915,1915,exact,Tanks,"The first operational military tanks are designed in Great Britain and France. They are used in battle from 1916 and 1917 respectively. The designers in Great Britain are Walter Wilson and William Tritton and in France, Eugène Brillié. (Although it is known that vehicles incorporating at least some of the features of.",tanks;Walter Gordon Wilson;William Tritton;Eugène Brillié,
invsrc_0412,Timeline of historic inventions.wiki,684,Late modern period,20th century,1916,1916,1916,1916,exact,Czochralski process,"The Czochralski process, widely used for the production of single crystal silicon, is invented by Jan Czochralski.",Czochralski process;silicon;Jan Czochralski,
invsrc_0413,Timeline of historic inventions.wiki,685,Late modern period,20th century,1917,1917,1917,1917,exact,Crystal oscillator is invented by Alexander M,The crystal oscillator is invented by Alexander M. Nicolson using a crystal of Rochelle Salt although his priority was disputed by Walter Guyton Cady.,crystal oscillator;Alexander M. Nicolson;Rochelle Salt;Walter Guyton Cady,
invsrc_0414,Timeline of historic inventions.wiki,688,Late modern period,20th century,1925,1925,1925,1925,exact,Fischer-Tropsch process is developed,The Fischer–Tropsch process is developed by Franz Fischer and Hans Tropsch at the Kaiser-Wilhelm-Institut für Kohlenforschung.,Fischer–Tropsch process;Franz Joseph Emil Fischer;Hans Tropsch;Max Planck Institute for Coal Research,
invsrc_0415,Timeline of historic inventions.wiki,689,Late modern period,20th century,1926,1926,1926,1926,exact,Yagi-Uda Antenna,"The Yagi-Uda Antenna or simply Yagi Antenna is invented by Shintaro Uda of Tohoku Imperial University, assisted by his colleague Hidetsugu Yagi. The Yagi Antenna was widely used during World War II. After the war they saw extensive development as home television antennas.",Yagi-Uda Antenna;Shintaro Uda;Tohoku Imperial University;Hidetsugu Yagi;World War II;television antennas,
invsrc_0416,Timeline of historic inventions.wiki,690,Late modern period,20th century,1926,1926,1926,1926,exact,Robert H,Robert H. Goddard launches the first liquid fueled rocket.,Robert H. Goddard;Bipropellant rocket,
invsrc_0417,Timeline of historic inventions.wiki,691,Late modern period,20th century,1926,1926,1926,1926,exact,Harry Ferguson,"Harry Ferguson, patents the Three-point hitch equipment linkage system for tractors.",Harry Ferguson;Three-point hitch,
invsrc_0418,Timeline of historic inventions.wiki,692,Late modern period,20th century,1926,1926,1926,1926,exact,John Logie Baird,John Logie Baird demonstrates the world's first live working television system.,John Logie Baird;Mechanical television,
invsrc_0419,Timeline of historic inventions.wiki,693,Late modern period,20th century,1927,1927,1927,1927,exact,Quartz clock,The quartz clock is invented by Warren Marrison and J.W. Horton at Bell Telephone Laboratories.,quartz clock;Bell Telephone Laboratories,
invsrc_0420,Timeline of historic inventions.wiki,694,Late modern period,20th century,1928,1928,1928,1928,exact,Penicillin,"Penicillin is first observed to exude antibiotic substances by Nobel laureate Alexander Fleming. Development of medicinal penicillin is attributed to a team of medics and scientists including Howard Walter Florey, Ernst Chain and Norman Heatley.",Penicillin;Alexander Fleming;Howard Walter Florey;Ernst Chain;Norman Heatley,
invsrc_0421,Timeline of historic inventions.wiki,695,Late modern period,20th century,1928,1928,1928,1928,exact,Frank Whittle,"Frank Whittle formally submitted his ideas for a turbo-jet engine. In October 1929, he developed his ideas further. On 16 January 1930, Whittle submitted his first patent (granted in 1932).",Frank Whittle,
invsrc_0422,Timeline of historic inventions.wiki,696,Late modern period,20th century,1928,1928,1928,1928,exact,Philo Farnsworth,Philo Farnsworth demonstrates the first practical electronic television to the press.,Philo Farnsworth;electronic television,
invsrc_0423,Timeline of historic inventions.wiki,697,Late modern period,20th century,1929,1929,1929,1929,exact,Ball screw is invented by Rudolph G,The ball screw is invented by Rudolph G. Boehm.,ball screw,
invsrc_0424,Timeline of historic inventions.wiki,700,Late modern period,20th century,1930,1930,1930,1930,exact,Supersonic combusting ramjet,The Supersonic combusting ramjet — Frank Whittle.,Supersonic combusting ramjet;Frank Whittle,
invsrc_0425,Timeline of historic inventions.wiki,701,Late modern period,20th century,1930,1930,1930,1930,exact,Phase-contrast microscopy is invented,The Phase-contrast microscopy is invented by Frits Zernike.,Phase-contrast microscopy;Frits Zernike,
invsrc_0426,Timeline of historic inventions.wiki,702,Late modern period,20th century,1931,1931,1931,1931,exact,Electron microscope is invented,The electron microscope is invented by Ernst Ruska.,electron microscope;Ernst Ruska,
invsrc_0427,Timeline of historic inventions.wiki,703,Late modern period,20th century,1933,1933,1933,1933,exact,FM radio is patented by inventor Edwin H,FM radio is patented by inventor Edwin H. Armstrong.,FM radio;Edwin H. Armstrong,
invsrc_0428,Timeline of historic inventions.wiki,704,Late modern period,20th century,1933,1933,1933,1933,exact,Harry C,"Harry C. Jennings Sr. and Herbert Everest, both mechanical engineers, invented the first lightweight, steel, folding, portable wheelchair with their ""X-brace"" design.",Everest and Jennings;mechanical engineer;wheelchair,
invsrc_0429,Timeline of historic inventions.wiki,705,Late modern period,20th century,1935,1935,1935,1935,exact,"Nylon, the first fully synthetic fiber is produced","Nylon, the first fully synthetic fiber is produced by Wallace Carothers while working at DuPont.",Nylon;synthetic fiber;Wallace Carothers;DuPont;Science History Institute,
invsrc_0430,Timeline of historic inventions.wiki,706,Late modern period,20th century,1938,1938,1938,1938,exact,"Z1, built","Z1, built by Konrad Zuse, is the first freely programmable computer in the world.",Z1 (computer);Konrad Zuse;computer,
